name,"Number of Reviews, Minimum Nights Correl",minNights,Total Reviews
My Little Cozy Heaven,39.0,2,79
FREE PARKING Large 2BR2BA by Millenium Park,39.0,3,119
Lang House Chicago - where Art & Architecture meet,39.0,1,39
"Modern, 2 BD apartment in Hot Logan Square!",39.0,2,79
Spacious Holiday Getaway for Family & Friends,39.0,3,118
Bridgeport Home,39.0,2,79
Spacious & Sunny 1 BDR filled w/ plants - Logan SQ,39.0,5,197
Traveler's Dream - 1 bed in a shared bedroom,39.0,1,39
2BD Suite @ The Guesthouse Hotel,39.0,2,79
"Lakefront, Downtown, Boystown, Cubs Baseball",39.0,1,39
"Clean, Quiet, Private Room with private bathroom",39.0,4,158
Living in a dream (unit 2 room #5),38.0,1,38
Homey 2BR-2BA steps from The Bean & Michigan Ave,38.0,1,38
Vibrant studio in Edgewater by the red L& Loyola,38.0,1,38
Modern Floor to Ceiling Loft - City/Lake Views,38.0,2,76
"Hip Wonderful Wicker Park, Vintage One Bedroom!",38.0,1,38
Family friendly 2 bedroom w/ private office,38.0,1,38
Deluxe Den - Chicago,38.0,1,38
Stylish & Bright 1PBR TWO Miles From Downtown,38.0,1,38
Stylish & Ample 1PBR TWO Miles From Downtown,38.0,1,38
Spacious 2BR Apt with Balcony & WiFi,38.0,1,38
"Walk to IMD, Eats, Bars | EZ Access + WD | Zencity",38.0,1,38
#E Comfy Private bedroom Shared bath Near Downtown,38.0,1,38
Downtown Chicago 8 minutes away New Queen Bed,38.0,1,38
Cabin #304 at 747 Lofts,38.0,1,38
Clifton Garden Oasis 1 Min Walk to Wrigley,38.0,2,77
1BR Historic Rogers Park/West Ridge unit- Sleeps 4,38.0,2,76
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",38.0,1,38
Vista King,38.0,1,38
Humboldt Park Loft,38.0,2,76
LAKESIDE PIED `A TERRE STEPS TO BEACH,38.0,2,77
"Quiet, Modern, Convenient 2 bedroom condo",38.0,2,77
"Cozy Andersonville Annex, Steps to Shops",38.0,1,38
Private 2 Bedroom Retreat,38.0,3,115
Logan square apartment,38.0,2,77
Entire Avondale Home w/ 2 Garage Parking Spaces!,38.0,3,116
Spaulding Oasis on 4 lots In Humboldt Park!,38.0,2,77
Cool Quiet Coach House  W/ Private Access and Outdoor Space,38.0,5,193
Spacious & Elegant Old Town Duplex,38.0,1,38
Urban Pilsen Apt. near Downtown,38.0,3,114
Wrigleyville townhome two blocks from ballpark,38.0,2,76
Family friendly home in Chicago w/ garage!,38.0,2,77
Sydni Suites near the University of Chicago 2-bdrm,38.0,3,114
SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,38.0,3,114
Spacious studio in Edgewater by red line & Loyola,37.0,1,37
"Large 2 Bds & Sofa Bed, By Midway and I-94",37.0,1,37
Modern Uof C Condo  10 Min from Dowtown Rare Find,37.0,1,37
Explore Chicago from Modern Apartment-FREE Parking,37.0,1,37
Discover Northside Chicago from Modern Apartment,37.0,1,37
Sonder | South Wabash | Spacious Two-Bedroom Apartment,37.0,2,74
Pilsen studio + parking,37.0,1,37
Cheerful & Bright Sheridan Park Studio,37.0,1,37
Charming Private Suite with Rooftop Access!,37.0,1,37
Stylish & Charming 1PBR TWO Miles From Downtown,37.0,1,37
✨Rustic Studio Apartment Heart of Lincoln Square✨,37.0,2,75
"Steps to Shop, Eat, Train | Easy Access | Zencity",37.0,1,37
The Guild #2 | Gold Coast Mag Mile 2bd/2ba,37.0,2,74
La 18 en Pilsen,37.0,2,75
Boho Chic 3BR Apt. with Private Rooftop!,37.0,2,75
"Homey, energy efficient 1 & separate laundry room",37.0,1,37
Prime New House Perfect for your stay,37.0,2,74
Low Prices! Stylish 2BR Apartment in Logan Square!,37.0,2,74
Ver-Chi: Where Old Paris & Modern Chicago Meet!,37.0,2,74
Brilliant Downtown Chicago 3-Bedroom Condominium,37.0,2,74
"Cozy, Artsy Gem in Historic Pullman",37.0,2,74
Wicker Pk Great 2nd fl Apt steps from the Action,37.0,1,37
Chicago Charming Historic Beverly Retreat,37.0,2,75
Underwater BunkBed room for4 +Complimentary BIKES,37.0,2,74
"Modern oasis near park, pet friendly, fast WI-FI.",37.0,2,74
"Gracious home, superb location, 4 Covid vax pls",37.0,2,75
"4BDR Unit, with private gated parking near city!",37.0,3,111
A. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,37.0,2,75
Modern Guest Suite - North side+Parking - 6 guests,37.0,3,113
Cozy East room,37.0,2,74
"Spacious Lakeview Room w/ TV, Bathroom, Gym & Desk",37.0,2,75
Lincoln Park 1BD/1BA Apt (1f),37.0,2,74
2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,37.0,2,74
Upscale Condo in the Heart of West Town,37.0,2,75
East Garfield Park 2 Bedroom,37.0,3,112
Amazing 1 bed room near downtown Unit 2 room #2,36.0,1,36
Cozy 1 bdr in Edgewater close to Red L & Loyola,36.0,1,36
3BR Apt Easy Walk to Shops & Dining on Bustling St,36.0,1,36
Sonder South Wabash | Superior One-Bedroom Apartment w/ Balcony,36.0,2,72
Lincoln Park 1 Bedroom Close to Bar/Restaurant,36.0,2,73
"Rare, Updated 1 BR Condo in Lincoln Park!",36.0,2,73
State of the Art Modern Private Room and Bath!,36.0,1,36
Lincoln Paradise– Steps to Park & Zoo!,36.0,2,72
Lake View | Wrigley Large & Bright Entire House,36.0,2,72
"Private Bedroom, w/ full bathroom, Queen size Bed.",36.0,2,72
⭐️Cozy|Intimate|1BR In Lincoln Square⭐️,36.0,2,73
Bronzeville Guest Suite - 1 Br,36.0,2,73
"Modern, Spacious 3BR Apt Minutes to Downtown!",36.0,2,72
Private floor of modern home in Chicago,36.0,1,36
Trendy Attic Getaway,36.0,2,73
Bohemian Moto Inn,36.0,2,73
Executive Apartment on Lake Michigan with parking,36.0,2,72
Wicker Park Top-Floor Private Balcony Views,36.0,3,108
Huge Bright Corner Home on Chicago's North Side,36.0,2,73
"Big, Bright 2 Bedroom, Walk To Train, EZ Downtown!",36.0,1,36
"1 #33 - 4 Bdrm Condo - McCormick Place, Chinatown",36.0,2,73
3 #3C - 3 Bedroom Condo - McCormick Place,36.0,2,72
Garden oasis on 4 private lots humboldt park,36.0,2,72
Short stay-Warm and Cozy room in Beautiful Condo,36.0,3,109
Snug Sofa in Great Neighborhood,36.0,4,147
Home away from home near U of C,36.0,3,110
"3 BR condo with great views, free WIFI and parking",36.0,3,108
"Free parking, close to public transit, dining",36.0,2,72
Gorgeous & Centrally-Located 1BR Apt in West Loop,35.0,1,35
"Hotel quality suit full bath McCormick,DowntownCTA",35.0,1,35
Inspiration-Themed Hideout Steps From 606 Trail,35.0,1,35
East Village Oasis,35.0,2,70
P3. Next to Downtown! Best location,35.0,2,71
P2. Next to Downtown! Best location,35.0,2,70
Bucktown Garden Unit 1BR,35.0,2,71
"River North 3BR/2BA: HUGE, Parking, Center Chicago",35.0,2,71
1BR South Loop Loft I Sleep 5 I Next to Grant Park,35.0,3,107
Tiny House - Pilsen / Heart of Chicago,35.0,2,70
Renovated space in a historic row house.,35.0,2,70
Private Basement Bedroom Near O’Hare,35.0,2,71
🔝 Sweet adorable apt amazing location free parking,35.0,2,71
Heart of Lakeview,35.0,2,71
Luxe Penthouse with Amazing Views,35.0,3,106
Relax.Relate.Release in our Bungalow,35.0,2,70
唐人街2房2床1卫,35.0,2,70
Lincoln Park Home Away from Home near DePaul Univ,35.0,2,70
芝加哥，Chicago Chinatown UIC  McCormik,35.0,2,71
✪ Cozy 1 Bedroom Condo in Wicker Park ✪,35.0,2,70
Hip Studio Loft in Heart of Bucktown/Wicker Park,35.0,2,71
"Beautiful Modern, large, 4BR/4BA Private Home",35.0,2,71
The Evergreen House,35.0,4,142
Soft Leather & Warm Bricks in Stylish New Home,35.0,2,71
Inviting 2 Bedroom Apartment in Roscoe Village,35.0,3,105
-CHICAGO STUDIO IN JEFFERSON PARK O'HARE ROSEMONT-,35.0,3,105
Tropical Bungalow Getaway in Quiet Neighborhood,35.0,2,70
"Irving Park comfort,  White Tiger!",35.0,2,70
Home in Vibrant Logan Square,35.0,3,107
"Hotel quality suit full bath McCormick,DowntownCTA",34.0,1,34
Sonder Greektown | One-Bedroom Apartment,34.0,3,104
Sonder South Wabash | Spacious Two-Bedroom Apartment w/ Balcony,34.0,2,69
"Unique, Spacious, & Chic Bi-level Bucktown Condo",34.0,1,34
Modern Lakefront Retreat with Breathtaking Views!,34.0,1,34
Lovely Entire 1 Bedroom Condo In Hyde Park,34.0,2,68
Modern Corner 2BR in Streeterville | Roof Deck | Lake Views,34.0,2,68
Modern Wrigley Oasis,34.0,3,102
"Modern, Bright & Cosy in Logan Square @ VillaBroms",34.0,2,69
City Center Oasis: 3BR/2BA✔︎ Patio✔︎ Parking(2x) ✔︎,34.0,2,68
Hip 3 BR in Heart of Historic Wicker Park!,34.0,2,69
Charming Home.  Your Peace & Quiet.,34.0,2,68
Trendy 2BR Apartment in Logan Square!,34.0,2,68
Grand 2 bedroom near UofC 300MBPS,34.0,2,68
Right in the heart of Logan Square.,34.0,2,69
Relaxed getaway for a quick visit,34.0,1,34
Luxurious 3rd Floor Bronzeville Unit,34.0,2,68
Fun and Relaxing 3BR lounge. Enjoy Billards & WIFI,34.0,2,69
Explore the City from a Dreamy Urban Retreat,34.0,2,68
West of Loop 2bdrm Apartment,34.0,2,68
Urban Glamour in West Town,34.0,2,68
Historic 1920s bungalow near Logan Square !,34.0,2,69
Spacious Room in Andersonville,34.0,1,34
The Vanderpool House,34.0,2,69
1 BR Bucktown/Wicker Pk-Grdn Apt. - Great Location,34.0,2,69
Comfy Room in Vintage WalkUp,34.0,1,34
2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,34.0,2,68
Wicker Park - Garden At The Heart of It All,34.0,6,205
2BR Home in Bustling City,33.0,1,33
Modern unit in Bronzeville Chicago,33.0,1,33
Sonder Jewelers Row | Two-Bedroom Apartment,33.0,2,67
Luxury Stay near Downtown Chicago New Queen bed,33.0,1,33
Loop apartment,33.0,1,33
BnB on Grace Street - Modern 2-Bedroom Guest Suite,33.0,2,66
*The Avers - Modern 2BR condo in Northside Chicago,33.0,2,67
Chic Corner 2BR in Streeterville | Roof Deck | Lake Views,33.0,2,67
Historic Condo in the heart of Wicker Park,33.0,1,33
SafestArea duplex-Lincoln Park by brown line train,33.0,2,66
🌟Spacious|Inviting 2BR Heart of Lively Lincoln Sq🌟,33.0,2,66
#A Comfy Private bedroom Shared bath Near Downtown,33.0,1,33
West Loop is the Best Loop 3Bed Condo,33.0,2,67
East Village Flat (COVERED ATTACHED GARAGE),33.0,2,66
Private Apartment in Noble Square 4bed,33.0,1,33
Luxury House 6BED/2.5BATH/4PARKING close to lake,33.0,2,66
Gorgeous Studio 15 Minutes From Ohare!,33.0,2,67
Boho / Modern One Bedroom in Hip Logan Square,33.0,2,66
Portage Park Single Room Space,33.0,2,67
2Bed/Workareas/Fun/Safe/Comfort/Cable/HSI (ST),33.0,2,66
"Staypineapple Chicago, Deluxe Two Queen",33.0,1,33
312 Riverhouse unique experience!,33.0,2,67
"XL Pent House for 6 ""The Harper""  Full Amenities",33.0,2,66
Warwick Allerton Queen,33.0,1,33
Vintage and Sunny Babe on Belden,33.0,2,66
Chicago home away from home,33.0,2,67
Cozy Chicago Private Room & Bath!,33.0,2,67
B. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,33.0,2,67
Modern Chicago Home Away from Home,33.0,2,66
"Private 2 Bedroom Malt Row, N Center, Wrigley Home",33.0,4,134
Lincoln Square on the Chicago River,33.0,2,67
Historic campus home UofC Prof owned top location,33.0,2,66
Cozy private room near lake and transport.,33.0,2,66
"Graystone, Garden & Walk to University of Chicago",33.0,1,33
Conveniently Located!,33.0,2,67
Spacious studio in Ravenswood by Train&Wrigley,32.0,1,32
"Drama-Free AirBnB! Bright, Fab 1 Br, Free Parking!",32.0,1,32
Your home away from home.,32.0,1,32
✨Unique 3br private apartment✨,32.0,1,32
"Hotel quality suit full bath McCormick,DowntownCTA",32.0,1,32
Lincoln Pk-Kingbd-fast WiFi-parking-crib/Highchair,32.0,2,64
Minutes away from McCormick/White Sox & Downtown‼️‼️,32.0,1,32
Stylish & Bright 1PBR 2 Miles From Downtown,32.0,1,32
Spectacular Penthouse Corner 2BR in Streeterville | Roof Deck | Lake Views,32.0,2,64
Condo 👑 Queen 👑 4 miles to Ohare 8min Uber,32.0,1,32
The Guild #3 | Mag Mile Gold Coast 1bd/1ba,32.0,2,64
PINEAPPLES Modern Design with 70s Vibe BIRD,32.0,2,64
Fresh in River North!,32.0,2,65
3 bedroom condo minutes from Downtown,32.0,3,98
Chicago entire guest suite UIC McCormick place,32.0,1,32
Spacious One Bedroom Apartment - Great location,32.0,1,32
"Stay at the Mine of Diamonds, 2Br, Second Floor",32.0,2,65
1BR Garden Unit close to Everything,32.0,2,64
Niiice Space in the heart of Uptown,32.0,1,32
Private room(s) at a great home in Little Italy .,32.0,2,65
Traveler's Dream - 1 bed in a shared bedroom,32.0,1,32
Spacious natural light LP townhouse,32.0,2,64
"Bright, Cheery Logan Square Getaway",32.0,3,98
"Rest, Relax and Explore",32.0,3,97
Lakeview Cozy Studio Apartment,31.0,1,31
Spacious 3BR Modern Home in Jefferson Park,31.0,1,31
10% Winter Promo! Beautifully Furnished 1BR Apt,31.0,1,31
"Steps to Shops, Eats | Easy Access + W&D | Zencity",31.0,1,31
P7. Next to Downtown! Best location,31.0,2,63
Spacious 2 bedroom/2 bathroom apartment w/ parking,31.0,2,63
P1. Next to Downtown! Best location,31.0,2,62
Newly updated 1BD/1B in Old Irving Chicago!,31.0,2,63
JUST LIKE HONEY Hip 70s Vibe Record Player GUITAR,31.0,2,63
"Sunny, modern 1 bdrm apartment with lofted ceiling",31.0,2,63
Cozy Garden 2 Bedroom: Med-Long term welcome,31.0,2,62
Lovely Designer Home RiverWest 4-Bedrooms/4-Bath,31.0,1,31
✱ Bold & Swanky 2BR | Gourmet Kitchen + Netflix ✱,31.0,2,63
Loft Style Private Apt 3 (1 Room- 420 Friendly),31.0,1,31
Stunning 6 BR Home * Chicago * Centrally Located,31.0,2,63
Spacious Bronzeville Apartment,31.0,2,62
"Stylish Penthouse Loft Tri-Taylor 2BR 2BA, Parking",31.0,2,63
1 #31 - 4 Bedroom Condo - McCormick Place,31.0,2,62
Cozy Nest in Chicago's Vibrant Lincoln Square,31.0,3,94
Wonderful Space with Free Street Parking,31.0,2,62
Wrigleyville Flat - Bright spacious 3BR/1BATH,31.0,2,63
Queen private bedroom in Irving!,31.0,2,62
Sunny Character-Filled Apartment in Trendy Ukrainian Village,31.0,2,63
Jefferson Pk Woods Apt & 15 mins to O'hare,31.0,2,62
Comfortable private room near Lake and transit.,31.0,2,63
Private Floor - 8 miles from ORD + Shopping/Food,31.0,2,62
Roscoe Village - Charming 3 bed 2 bath HM1,31.0,1,31
🦋☘️420 Friendly The BlueButterfly Suite FreeParking,31.0,2,63
Lakeview / Lincoln Park Vintage,31.0,2,63
1BR Boystown Apartment with Modern Elegance,30.0,1,30
Wonderful 2BR River North Apt close to Restaurants,30.0,1,30
Spacious Apartment I Loyola University,30.0,1,30
"South Loop Comfy 2 bedroom Apt, WiFi, Park, Safe",30.0,1,30
🏆🎭📽 ELEGANT-ELEVATED LIVING SOCIAL (CLUBHOUSE),30.0,1,30
Sonder Jewelers Row | Superior One-Bedroom Apartment,30.0,2,61
Best Deal 2BR Apt in Lakeview,30.0,1,30
Welcoming & Cheerful 2 BD Home near Humboldt Park,30.0,1,30
Stylish & Ample 1PBR 2 Miles From Downtown,30.0,1,30
Beautiful 1BR 1BA in Chicago Boystown/Wrigleyville,30.0,2,60
Chicago Luxe Penthouse-3 bdrm w/Covered Parking,30.0,2,61
2 BR 1 BA SPACIOUS WICKER PARK/LOGAN SQUARE CONDO,30.0,2,60
Cozy 1BR in the heart of Logan Square,30.0,2,61
3 bedroom Entire Apt Disinfected,30.0,2,60
Spacious 2 Bedroom in the heart of Lakeview!,30.0,2,61
Spacious Ravenswood Apartment,30.0,2,61
Bienvenu Chez Moi,30.0,2,60
Spacious Hideaway minutes from Downtown w/Parking,30.0,3,90
Lincoln Park Living - 3 Queen Beds - Sleeps 6!,30.0,2,60
Cozy Gorgeous 2 BR home in heart of Rogers park,30.0,2,61
The En Bronze ~ 7mins To Dining & Downtown Chicago,30.0,3,92
Modern Hyde Park Getaway | UChicago,30.0,4,121
5430 Happy Home- Laid Back Private Rm Free Parking,30.0,1,30
A bit of the North Woods on Chicago's North Side!,30.0,2,60
Chicago Style Suite! - Garage Space Available!,30.0,3,91
4 Bedrooms Family Retreat near McCormick,30.0,2,60
Peaceful with inside  parking.  1st FL. 2bdr,30.0,3,91
Cozy Quiet Flat in Edgewater Glen,30.0,2,61
Lovely Lincoln Square Apt Nestled on Chicago River,30.0,1,30
Spacious & Bright 3BR Heart of Wicker Park,30.0,1,30
Massive 10 bd/5 ba house in  heart of Wrigleyville,30.0,2,61
Wicker Park Graffiti Themed Loft,30.0,2,61
E. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,30.0,2,61
Hidden Cottage in Logan Square,30.0,2,60
Spacious Five Bedroom Home in Trendy Chicago Neighborhood,30.0,3,91
THE CLEAVER BRIGHTON PARK 10 min downtown or mdway,30.0,2,60
3 BR unit next to Wrigley Field,30.0,2,61
"Cottonwood Inn  ""Personal Hotel w Victorian Charm""",30.0,2,61
Vintage Charm Near Lake,30.0,3,91
"NORTHCENTER, remarkable vintage apt + free parking",30.0,3,92
Comfortable Air mattress in Living room,30.0,1,30
Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,30.0,1,30
Comfortable room in Art Gallery ((:,30.0,1,30
The Stained Glass Apt. Edgewater #2,30.0,2,61
Spacious Photo Studio / Loft in Wicker Park,30.0,2,61
Bucktown high-end condo w/outdoor patio /APT 2,29.0,1,29
10% Winter Promo! Comfy & Stylish 2BR in West Town,29.0,1,29
"“Stay in STYLE” Apartment, close to Chi downtown",29.0,1,29
Lovely 2 bedrooms in Chinatown & McCormick,29.0,1,29
Chic & Pristine 1BR Perfect for Couple,29.0,1,29
1 bedroom with large common/ sleep area,29.0,1,29
10% Winter Promo! Impeccably Large 4BR/4BA,29.0,1,29
Downtown 2BR Min Away From Solider Field,29.0,1,29
Peculiar but posh ground floor flat,29.0,3,88
5min to Wicker & DT | Lux Flat + W&D | Zencity,29.0,2,58
One-Of-A-Kind Apartment in Old Town!,29.0,3,87
Rock Star Beach Pad on Lake Michigan with parking,29.0,2,58
"Private Penthouse w/Views, Host Holiday Gatherings",29.0,1,29
"Master Bedroom near IIT, McCormick PL, free parkin",29.0,2,58
"3 BR 3 BTH - UIC, Med Dist & Down Town + Garage",29.0,3,87
COACH HOUSE in WRIGLEYVILLE,29.0,2,59
Logan Square/Bucktown -  Close to Everything,29.0,3,87
Great 2bedroom in Wrigleyville  Southport Boystown,29.0,2,58
Artsy Chicago Abode: Steps to Shops & Restaurants,29.0,1,29
Spacious 4 Bedroom home next to transit! and park!,29.0,3,87
✨Spacious Centrally Located West Loop Loft✨,29.0,5,146
Home away from home in Pilsen!! 3 bedrooms!,29.0,2,59
Private and Cozy Guest Room with TV,29.0,1,29
Abigail's Palace,29.0,1,29
Traveler's Dream - 1 bed in a shared bedroom,29.0,1,29
"Chicago’s Best Airbnb
In hip Avondale/Logan Sq",29.0,3,89
Whole House in Lakeview - Private Entrance,29.0,3,89
Tuscan-inspired Living near the River and Lincoln Square,29.0,3,87
2bd/2b close to EL-shopping-dining-cafes,29.0,2,58
Remarkable 1BR Upgraded Apt in Lakeview,28.0,1,28
Great Location Private Room-5 min to the City,28.0,1,28
Beautiful 3 Bedroom Condo That’s 5 min from DTWN,28.0,2,57
Luxury Stay near Downtown Chicago New Queen bed,28.0,1,28
Logan Square living at its best w/ bright 2 bdrm,28.0,2,57
BOHEMIAN LODGE #4 ( clean & affordable travel),28.0,2,57
Apartment Retreat by O’Hare & Rosemont,28.0,2,57
Sprawling South Loop 3Br/2Ba with parking,28.0,2,56
Cozy Suite Style Stay in Quiet Neighborhood,28.0,1,28
Deluxe King Accessible I Godfrey Hotel Chicago,28.0,1,28
Chic ENTIRE Hyde Park 1bd/1bath Getaway UChicago,28.0,2,56
Cozy  space with two bedrooms 1 bathroom,28.0,1,28
King Bed Apartment in West Loop Near United Center,28.0,1,28
Spacious and Spotless Room,28.0,1,28
SELF CHECK IN Downtown Chicago in 8 minutes,28.0,1,28
Quiet Room #3,28.0,2,57
"The Guild #4 | Mag Mile, Gold Coast 1bd/1ba",28.0,2,56
Master bedroom in Lincoln Park Retreat,28.0,1,28
Chic Penthouse in Perfect Wrigleyville Location,28.0,1,28
Central Chicago Suite (#1): Access to Patio!!!,28.0,2,57
"Modern 2BR Condo - Steps from Eats, Bars & Shops",28.0,2,57
"Casa Xolo - Sunny Apt w/ Garden, near train & park",28.0,2,56
Comfortable & Cozy in Bridgeport,28.0,2,56
The Roscoe Village Guesthouse,28.0,2,56
Great Room B & Affortable For You!!!,28.0,2,56
BRAND NEW Elegant Renovation in Bucktown (Chicago),28.0,2,57
Cozy room with big window (Right by red line),28.0,1,28
IMMACULATE Brand New Condo Downtown Chicago!,28.0,2,57
"Private room near IIT, McCormick Pl, free parking",28.0,2,57
Christopher's Chicago Bridgeport Classic!,28.0,3,85
"Bright, Airy Andersonville Loft",28.0,2,57
Cozy Logan Square Apartment,28.0,2,56
"Close to UofC, Downtown, Soldier Field & McCormick",28.0,2,57
Bedroom in Chicago's Northside,28.0,2,57
"Newly renovated, Family/Kid Friendly, near Wrigley",28.0,2,57
Commute friendly PRIME location! Walk to train!,28.0,2,57
Serene and  and wholistic place with the garden.,28.0,2,56
Superb Location @TheLoop steps #MillenniumPark ✭,28.0,4,114
⭐️Spacious Downtown Unit by Train w/ Rooftop Deck⭐️,28.0,2,57
Steps from Wrigley Field - Sleeps 1-6 - Play Ball!,28.0,3,86
lakefront apartment,28.0,3,86
XL Top Floor w/Private Bathroom. Ideal Location!,28.0,2,56
Bucktown Guest House Studio Apartment,28.0,5,140
Enjoyful  Bedroom for Travelers,28.0,1,28
East Pilsen,28.0,2,56
Lovely 2 bedroom in Lincoln Square,28.0,7,202
Trendy Roscoe Village 3BR/2BR walk to shops,28.0,2,57
Beautiful Belmont 1BR Apt w/ In-Unit Washer/Dryer,27.0,1,27
10% Winter Promo! Charming 1BR Apt Roomy Living Rm,27.0,1,27
2-Bedroom Rental Unit,27.0,1,27
10% Winter Promo! Cozy 2BR Stylish Apt near O'Hare,27.0,1,27
Self Check-in 8 min Downtown Chicago,27.0,1,27
Queen Bed 9min to Downtown + Free Street Parking,27.0,1,27
Spectacular Corner 3BR in the Loop | City Views,27.0,2,55
"Quiet Spacious 2BR Apt walk to Train, near Shops",27.0,1,27
